	sentence	speaker	dialog_id	subset	uttr_id	sent_id	speaker_continue	opinion	statement	pos_answer	neg_answer	command	comment	other_answers	open_question_factual	yes_no_question	complaint	open_question_opinion	appreciation	dev_command
169	I canвЂ™t believe he was stalking you all these years.	XXXXX	102	train	1	0	1	0.2428249418735504	0.0932274982333183	0.0165524166077375	0.0474340133368968	0.0241902451962232	0.2209876030683517	0.0112406378611922	0.0493282452225685	0.0409773476421833	0.1983093470335006	0.010671236552298	0.0209870133548975	0.0232694428414106
170	What a nut job!	XXXXX	102	train	1	0	1	0.1106542199850082	0.0094920117408037	0.0124914487823843	0.0210725218057632	0.0149105954915285	0.5240192413330078	0.0104597881436347	0.0221778508275747	0.0194302834570407	0.1800377517938614	0.0093501908704638	0.0450267307460308	0.0208773631602525
171	I know!	OOOOO	102	train	2	0	0	0.2745289504528045	0.6696093678474426	0.0092237601056694	0.0024294792674481	0.0069748349487781	0.014573385939002	0.0044793509878218	0.0020206589251756	0.0019576151389628	0.0071018445305526	0.0012371628545224	0.0028793704695999	0.0029842206276953
172	Well... he said IвЂ™m not pregnant.	OOOOO	102	train	2	1	1	0.0179444663226604	0.8889835476875305	0.0042547998018562	0.0138990022242069	0.0067900982685387	0.0060822502709925	0.0034283027052879	0.0058276001363992	0.0053438781760632	0.0389426052570343	0.0017709797248244	0.0015843983273953	0.0051480503752827
173	IвЂ™m sorry if I got you all worked up over nothing.	OOOOO	102	train	2	2	1	0.443337470293045	0.02397046610713	0.0215757321566343	0.0773950666189193	0.0176836140453815	0.1427992433309555	0.0268915127962827	0.0414734631776809	0.0342985838651657	0.1186903640627861	0.0106236776337027	0.0134772378951311	0.027783565223217
174	I want you to know that I didnвЂ™t do it on purpose...	OOOOO	102	train	2	3	1	0.0638118162751197	0.8420339822769165	0.0023944526910781	0.0061341789551079	0.0050437282770872	0.0222093313932418	0.0101482355967164	0.0029983930289745	0.0052186981774866	0.0301894918084144	0.0012964576017111	0.0027000696863979	0.0058211903087794
175	DonвЂ™t apologize!	XXXXX	102	train	3	0	0	0.0381748564541339	0.0369456075131893	0.0069095366634428	0.0313122831284999	0.0545154213905334	0.0430729798972606	0.0188251826912164	0.0149519629776477	0.0199380181729793	0.4120464324951172	0.0135412719100713	0.0256115552037954	0.2841549217700958
176	From the moment I met you, not a day has gone by when I havenвЂ™t thought of you.	XXXXX	102	train	3	1	1	0.0335210524499416	0.9414501786231996	0.0008227856596931	0.0029733718838542	0.00292120850645	0.0027624245267361	0.0030634680297225	0.001756856101565	0.0026429316494613	0.004568338394165	0.0009602502104826	0.0007691152859479	0.0017880778759717
177	And now that IвЂ™m with you again, IвЂ™m... IвЂ™m just scared, Veronica.	XXXXX	102	train	3	2	1	0.0865044742822647	0.8848394751548767	0.0013853767886757	0.0012889871140941	0.0015664299717172	0.008973142132163	0.0020900378003716	0.0026294784620404	0.0019301626598462	0.0053886291570961	0.0010992209427058	0.0012811296619474	0.0010234239744022
178	The closer I get to you, the worse it gets.	XXXXX	102	train	3	3	1	0.0712571367621421	0.8799356818199158	0.0020883805118501	0.0038776993751525	0.0039780540391802	0.0117562692612409	0.0023763789795339	0.0032152973581105	0.0019586607813835	0.014032200910151	0.0011232196120545	0.0016981320222839	0.0027028538752347
179	The thought of not being with you, I mean, I just canвЂ™t handle it!	XXXXX	102	train	3	4	1	0.9193847179412842	0.0446650683879852	0.0029740533791482	0.0032081371173262	0.0047201146371662	0.00851421803236	0.0019026871304959	0.0027957488782703	0.0019084124360233	0.0051426789723336	0.0012379750842228	0.0013500011991709	0.0021962474565953
180	We were made for each other, Veronica.	XXXXX	102	train	3	5	1	0.1245831400156021	0.8483718037605286	0.0015503501053899	0.0013858482707291	0.0028180265799164	0.0085905669257044	0.0011251599062234	0.0017413725145161	0.0024407999590039	0.0034997153561562	0.0009855903917923	0.001341686816886	0.0015659348573535
181	You are my everything, my soul mate.	XXXXX	102	train	3	6	1	0.2077356874942779	0.754444420337677	0.0021784785203635	0.001479024067521	0.0040447381325066	0.0098299989476799	0.00090614130022	0.0033977397251874	0.0039122737944126	0.0046840943396091	0.0021680474746972	0.0026301487814635	0.002589201554656
182	What can I do?	XXXXX	102	train	3	7	1	0.0043106228113174	0.0062458529137074	0.0015192911960184	0.0022513072472065	0.006691466551274	0.0019016865408048	0.0027816970832645	0.7755208611488342	0.0173663292080163	0.004657375626266	0.167666807770729	0.003887603059411	0.0051991054788231
183	Just hold me... IвЂ™ll always be here for you no matter what.	OOOOO	102	train	4	0	0	0.1663683801889419	0.8101258873939514	0.0008539184345863	0.0008097265381366	0.0044252760708332	0.0034086483065038	0.0011436776258051	0.0027073689270764	0.0019275977974757	0.0024657160975039	0.0016562301898375	0.0012777574593201	0.0028298059478402
184	And together we can tackle whatever life throws at us.	OOOOO	102	train	4	0	1	0.021489605307579	0.9402228593826294	0.0014837194466963	0.0006162498611956	0.0089907171204686	0.0055311257019639	0.0014005356933921	0.0028785371687263	0.0024714171886444	0.0027387612499296	0.0016355372499674	0.0028735124506056	0.0076673058792948
185	I believe in us steven.	OOOOO	102	train	4	0	1	0.6513411402702332	0.2889472246170044	0.0041037765331566	0.0026332512497901	0.0214305613189935	0.0043203234672546	0.0014078677631914	0.005664125084877	0.0032385543454438	0.0036151485983282	0.0031388339120894	0.0024943226017057	0.0076649198308587
186	IвЂ™m so happy to hear that!	XXXXX	102	train	5	0	0	0.4611314237117767	0.1796372979879379	0.0142948813736438	0.008614202030003	0.0102772852405905	0.2212256342172622	0.0037960277404636	0.0073636323213577	0.0058950274251401	0.0182783007621765	0.005376077722758	0.0550970435142517	0.0090132029727101
187	I knew we belong together.	XXXXX	102	train	5	1	1	0.6980525255203247	0.1933495104312896	0.0095584681257605	0.00224016350694	0.0067331572063267	0.0531443208456039	0.0026373420841991	0.0039747459813952	0.0049844784662127	0.0086212772876024	0.0030282021034508	0.0079927807673811	0.0056829876266419
188	I love you so much.	XXXXX	102	train	5	2	1	0.8024203777313232	0.1248210072517395	0.006018565967679	0.003159571904689	0.0053681065328419	0.0226196162402629	0.0017532262718304	0.0057042064145207	0.0056558363139629	0.0085749384015798	0.0032203544396907	0.005509584210813	0.0051746722310781
189	Zina, can I talk to you about something personal?	OOOOO	103	train	0	0	0	0.0021317759528756	0.0056079230271279	0.0025228133890777	0.0009603513753972	0.9357941746711732	0.0017931563779711	0.000901234394405	0.0055812350474298	0.0228670984506607	0.0028679161332547	0.005185714457184	0.0022202047985047	0.0115663204342126
190	As long as it doesn't take too long.	XXXXX	103	train	1	0	0	0.0719359964132309	0.8265439867973328	0.0030046924948692	0.0010677514364942	0.0516736805438995	0.0044141677208244	0.0032367615494877	0.0048057320527732	0.0050129247829318	0.0039472482167184	0.0043415795080363	0.0038489510770887	0.0161664895713329
191	My boyfriend says I work too much.	OOOOO	103	train	2	0	0	0.0301977656781673	0.952620565891266	0.0006965792272239	0.0007849909598007	0.0032601405400782	0.0024748595897108	0.0010276857065036	0.0012599991168826	0.0010813773842528	0.0032985054422169	0.000664017163217	0.000734054017812	0.0018995432183146
192	That I spend more time with you than with him.	OOOOO	103	train	2	1	1	0.1176005601882934	0.8445934653282166	0.0016336645931005	0.0012678842758759	0.0111797284334898	0.0035661663860082	0.0011854191543534	0.004110190551728	0.0046495567075908	0.0027343721594661	0.0022698887623846	0.0015102948527783	0.0036986439954489
193	Was he upset when you told him you had to leave this weekend?	XXXXX	103	train	3	0	0	0.0022148306015878	0.0039413468912243	0.003000633791089	0.0026706827338784	0.0049058757722377	0.0066591403447091	0.0027782600373029	0.0267239231616258	0.9199413061141968	0.0044782198965549	0.012109825387597	0.0040562157519161	0.0065198056399822
194	He said not to bother coming back.	OOOOO	103	train	4	0	0	0.0282168053090572	0.9083535671234132	0.0069747609086334	0.0133250467479228	0.0079179508611559	0.004044106695801	0.0030559699516743	0.0053812880069017	0.005729416385293	0.0094892336055636	0.0018266068072989	0.0013416383881121	0.004343616310507
195	And I said fine.	OOOOO	103	train	4	0	1	0.015668461099267	0.9694380760192872	0.0018263130914419	0.0007231865311041	0.0035699687432497	0.0017107600579038	0.0007026440580375	0.0009471671073697	0.0010951673611998	0.0016580882947891	0.0005542125436477	0.0007151340832933	0.0013908738037571
196	I won't.	OOOOO	103	train	4	0	1	0.2372070550918579	0.4780609905719757	0.0130616035312414	0.1611383110284805	0.0155283035710453	0.0093213589861989	0.0194455999881029	0.0122267073020339	0.0055132159031927	0.03219585865736	0.0051044300198554	0.0027515373658388	0.008444994688034
197	So what's the problem?	XXXXX	103	train	5	0	0	0.0121802063658833	0.0042752856388688	0.0020994339138269	0.0034396697301417	0.0091443164274096	0.0022681674454361	0.0031334101222455	0.8503163456916809	0.0066906129941344	0.005820257589221	0.0926812663674354	0.0032727043144404	0.00467833224684
198	Mary, how was your date with john?	OOOOO	104	train	0	0	0	0.0085642011836171	0.0028935968875885	0.0021757460199296	0.0027814656496047	0.0041524423286318	0.0046514221467077	0.0031855544075369	0.6023996472358704	0.0215617157518863	0.0052290214225649	0.3269923329353332	0.0095183877274394	0.0058944481424987
199	it's ok.	XXXXX	104	train	1	0	0	0.1518322676420211	0.0276364795863628	0.0095529593527317	0.0058485688641667	0.0047617075033485	0.729040265083313	0.0067084622569382	0.0079081980511546	0.0086800456047058	0.0231614783406257	0.0027715018950402	0.0158406160771846	0.0062573705799877
200	It seems we have a lot in common.	XXXXX	104	train	1	1	1	0.8677967190742493	0.0198984667658805	0.0068222708068788	0.0022070410195738	0.0134256947785615	0.0449460111558437	0.0023888065479695	0.0071496786549687	0.0076034003868699	0.0057555339299142	0.0044290875084698	0.009946571663022	0.0076306844130158
201	oh, really.	OOOOO	104	train	2	0	0	0.5638015270233154	0.2265860587358474	0.0103291245177388	0.0056802975013852	0.015344607643783	0.0635566711425781	0.0137753849849104	0.0045461379922926	0.008694440126419	0.0652879178524017	0.0025458659511059	0.0096149323508143	0.0102369701489806
202	That is great news.	OOOOO	104	train	2	1	1	0.0169860180467367	0.0068480963818728	0.0089956857264041	0.0026302656624466	0.0063931462354958	0.4512284398078918	0.0038859832566231	0.0040266192518174	0.006023078225553	0.0152578232809901	0.0061616175808012	0.461403340101242	0.0101598436012864
203	What does he look like?	OOOOO	104	train	2	2	1	0.0094861136749386	0.0052135279402136	0.0018798400415107	0.0034682236146181	0.0055813658982515	0.0028723971918225	0.0024885174352675	0.9183917045593262	0.0069147744216024	0.0066579952836036	0.0305348020046949	0.002712252549827	0.003798502497375
204	he is tall and slim, fair-haired.	XXXXX	104	train	3	0	0	0.028013801202178	0.951734185218811	0.001632687752135	0.0015008017653599	0.0029652649536728	0.004194198641926	0.000935984426178	0.002248233417049	0.0019201927352696	0.0019242175621911	0.0007353943656198	0.0008241871837526	0.0013708376791328
205	sounds like he is pretty cute.	OOOOO	104	train	4	0	0	0.3041673302650451	0.0350132994353771	0.014930504374206	0.0041462453082203	0.0096078654751181	0.5230797529220581	0.0033100743312388	0.0099752526730299	0.009409062564373	0.0107118496671319	0.0046737440861761	0.0621211603283882	0.008853861130774
206	What do you think of him?	OOOOO	104	train	4	1	1	0.0038883432280272	0.0011720560723915	0.0028117171023041	0.0024069093633443	0.0033507370389997	0.003178970888257	0.0040876665152609	0.0486935563385486	0.0086726201698184	0.0036361971870064	0.9028964042663574	0.0099850725382566	0.0052198176272213
207	he is a nice guy and very considerate.	XXXXX	104	train	5	0	0	0.3759735524654388	0.0211052913218736	0.0100558204576373	0.006302804686129	0.0040077604353427	0.4950583279132843	0.004165724851191	0.0081843733787536	0.009495660662651	0.0116102593019604	0.0046100611798465	0.0431650951504707	0.0062652202323079
208	I was impressed with how smart he was and he has a great sense of humor.	XXXXX	104	train	5	1	1	0.8978232741355896	0.0277051478624343	0.0063185631297528	0.0032695911359041	0.0058104451745748	0.0319828949868679	0.0012008106568828	0.0048650903627276	0.0039226170629262	0.0032639615237712	0.0026373760774731	0.0082806451246142	0.0029194648377597
209	oh.	OOOOO	104	train	6	0	0	0.0281117428094148	0.0215658713132143	0.0128313079476356	0.0966140031814575	0.0130479037761688	0.0200444776564836	0.0168901309370994	0.0160043518990278	0.0136835258454084	0.7288013696670532	0.0050930813886225	0.0054689119569957	0.0218433383852243
210	it's love at first sight.	OOOOO	104	train	6	0	1	0.1879722774028778	0.7828783392906189	0.002351754810661	0.0016014222055673	0.0049899923615157	0.0060298144817352	0.0017981900600716	0.0020112439524382	0.0015112112741917	0.0029374263249337	0.0010221180273219	0.0019292710348963	0.0029668922070413
211	When will you see each other again?	OOOOO	104	train	6	0	1	0.0041208290494978	0.0034354131203144	0.0017182063311338	0.0023013001773506	0.0054447599686682	0.0019629120361059	0.0026374072767794	0.7717799544334412	0.0165611132979393	0.004190606996417	0.1766529679298401	0.0043075438588857	0.0048870830796658
212	he didn't say.	XXXXX	104	train	7	0	0	0.030162351205945	0.8540371060371399	0.0048841605894267	0.0381024368107318	0.0057394122704863	0.0051813255995512	0.0137287871912121	0.0067260954529047	0.0071834870614111	0.0261713545769453	0.001918792608194	0.0015810531331226	0.0045835846103727
213	but he said he would call me.	XXXXX	104	train	7	0	1	0.0760801210999488	0.8741499781608582	0.0043798144906759	0.0045903432182967	0.0167670808732509	0.0020102255512028	0.0019142233068123	0.005114204250276	0.0044630263000726	0.0033116457052528	0.0020937642548233	0.0010734261013567	0.0040521034970879
214	maybe he is busy with his work.	OOOOO	104	train	8	0	0	0.7366081476211548	0.2062419205904007	0.0041609508916735	0.0032456489279866	0.0071068773977458	0.0071543944068253	0.0044141178950667	0.0088208299130201	0.0074012861587107	0.0044889049604535	0.0038919365033507	0.0020859846845269	0.0043789632618427
215	Just wait and try not to think about it too much!	OOOOO	104	train	8	1	1	0.5211654305458069	0.1592062413692474	0.01468544639647	0.0170658342540264	0.0797147899866104	0.0241001415997743	0.0070063713937997	0.0207858830690383	0.0109123894944787	0.036048375070095	0.0096891280263662	0.0162355490028858	0.0833844318985939
216	oh, steve.	XXXXX	104	train	9	0	0	0.3038240671157837	0.6255696415901184	0.0092657087370753	0.006481435149908	0.0192640163004398	0.0050143841654062	0.0032282958272844	0.005345965269953	0.0037411383818835	0.0093742283061146	0.0021972702816128	0.0016761948354542	0.0050177271477878
217	Stop it!	XXXXX	104	train	9	1	1	0.0038786467630416	0.0092620942741632	0.006672038231045	0.0350357219576835	0.2639884948730469	0.0175214186310768	0.0065587954595685	0.0120172649621963	0.0190551895648241	0.511112630367279	0.0082567743957042	0.0138029484078288	0.0928380191326141
218	I am a bit nervous!	XXXXX	104	train	9	2	1	0.7326720952987671	0.2070985287427902	0.0041197123937308	0.0038187284953892	0.0074229789897799	0.0226626135408878	0.0020444567780941	0.0030578905716538	0.0022644496057182	0.00706965662539	0.0014406235422939	0.0034660585224628	0.0028623195830732
219	What if he doesn't call?	XXXXX	104	train	9	3	1	0.0279647521674633	0.0155333504080772	0.0024244408123195	0.0034625164698809	0.0506973676383495	0.0032829470001161	0.003299887990579	0.71034175157547	0.0298829730600118	0.0085215643048286	0.129295140504837	0.0040087369270622	0.0112846149131655
220	come on Mary.	OOOOO	104	train	10	0	0	0.0095993261784315	0.018377274274826	0.0047372845001518	0.0194285176694393	0.0706127434968948	0.0286605823785066	0.0068706441670656	0.0123732173815369	0.0202516783028841	0.7113179564476013	0.0083835795521736	0.0120190177112817	0.077368214726448
221	you're a total catch.	OOOOO	104	train	10	0	1	0.0495247095823287	0.0036406009458005	0.0092391856014728	0.0106891132891178	0.0061942706815898	0.6126751899719238	0.0064198435284197	0.0146907409653067	0.0158470328897237	0.1048608422279357	0.0086223743855953	0.1383013427257537	0.0192947182804346
222	I bet he will call you.	OOOOO	104	train	10	0	1	0.6580884456634521	0.2971524596214294	0.0045841420069336	0.0023502153344452	0.0112445568665862	0.00603280775249	0.0014267301885411	0.0041717202402651	0.0044865426607429	0.0024553858675062	0.0023196199908852	0.002125475089997	0.003561918856576
223	Don't worry.	OOOOO	104	train	10	0	1	0.181688591837883	0.2737769484519958	0.0102885691449046	0.0392039865255355	0.0433766916394233	0.0421003215014934	0.0141535531729459	0.018084816634655	0.0200793612748384	0.221450924873352	0.0093296151608228	0.0116071579977869	0.1148594319820404
224	thank you, Steve.	XXXXX	104	train	11	0	0	0.4200336635112762	0.4847283363342285	0.011401898227632	0.0050523579120635	0.0138211110606789	0.0207828488200902	0.0022295429371297	0.0064531741663813	0.0115637741982936	0.0082765668630599	0.0028506319504231	0.0055045690387487	0.0073015196248888
225	You're always so encouraging.	XXXXX	104	train	11	1	1	0.3980880677700043	0.0578519403934478	0.0159549303352832	0.0074452152475714	0.0087275002151727	0.3024236559867859	0.003210712224245	0.0129616679623723	0.0181528031826019	0.0224979072809219	0.0110780484974384	0.1243446096777916	0.0172629877924919
226	that's what friends are for.	OOOOO	104	train	12	0	0	0.7454216480255127	0.1873541325330734	0.005480014719069	0.0011785557726398	0.0071281688287854	0.0276782531291246	0.0016424426576122	0.0033290788996964	0.0028927426319569	0.0037436014972627	0.0023182805161923	0.0075207664631307	0.0043123406358063
227	Hi, Francis, how was your business trip?	OOOOO	105	train	0	0	0	0.0072549725882709	0.0044647003524005	0.0018393412465229	0.0023347162641584	0.00445800088346	0.0042972178198397	0.0023080816026777	0.8355485200881958	0.0188004784286022	0.005928220693022	0.1018996909260749	0.0058473572134971	0.0050188424065709
228	It was a nightmare.	XXXXX	105	train	1	0	0	0.5285008549690247	0.0560566373169422	0.0141951935365796	0.0149708082899451	0.010341384448111	0.2853540182113647	0.0070433891378343	0.0173698682337999	0.0089302314445376	0.024971118196845	0.0056037469767034	0.0175998285412788	0.0090628676116466
229	WhatвЂ™s up?	OOOOO	105	train	2	0	0	0.0117581384256482	0.0026024931576102	0.001644555828534	0.0034593122545629	0.0047484370879828	0.0051633808761835	0.0034521904308348	0.8837982416152954	0.0072932159528136	0.0131753683090209	0.0536351650953292	0.0042143752798438	0.005055118817836
230	Actually the business trip itself was very successful.	XXXXX	105	train	3	0	0	0.8168675899505615	0.0919926092028617	0.0083673568442463	0.0064221499487757	0.0064330799505114	0.038713164627552	0.0030787698924541	0.0063440040685236	0.0043087895028293	0.0050128661096096	0.0022366519551724	0.0069024502299726	0.0033204751089215
231	We arrived on time.	XXXXX	105	train	3	0	1	0.0474142991006374	0.913439154624939	0.0033824671991169	0.0031569388229399	0.0064169131219387	0.0057427980937063	0.0012246512342244	0.0048303417861461	0.0034905024804174	0.0037448462098836	0.001410620752722	0.0019954473245888	0.003750929608941
232	we had nice conversations and we settled some important issues for the next year.	XXXXX	105	train	3	0	1	0.0283077657222747	0.8587679266929626	0.0053847283124923	0.0028426593635231	0.0547519922256469	0.0142569495365023	0.0019487857352942	0.0057421242818236	0.0047217099927365	0.0088120205327868	0.0022443162743002	0.0038535657804459	0.0083654290065169
233	Sounds quite fruitful.	OOOOO	105	train	4	0	0	0.0466189831495285	0.0061992015689611	0.0151055688038468	0.0041668363846838	0.0127953765913844	0.5674362778663635	0.0030003595165908	0.0064866691827774	0.006420275196433	0.0144822997972369	0.0065322630107402	0.2951231002807617	0.0156328752636909
234	why do you call it still a nightmare then?	OOOOO	105	train	4	0	1	0.0087281158193945	0.0016747635090723	0.0028546517714858	0.0023495759814977	0.0052438555285334	0.0030291117727756	0.0038888223934918	0.0448509342968463	0.0073804692365229	0.0038134877104312	0.9006726145744324	0.0105973202735185	0.004916445352137
235	Well, the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge.	XXXXX	105	train	5	0	0	0.07646494358778	0.9086554646492004	0.0011489854659885	0.000654736533761	0.0027239727787673	0.0029134401120245	0.0012276858324185	0.0010562563547864	0.0008680920582264	0.0013377791037783	0.0007713367813266	0.0008650445379316	0.0013122507371008
236	I left the airport three hours later than I expected and then I was caught in a traffic jam.	XXXXX	105	train	5	1	1	0.023125709965825	0.9532426595687866	0.0016086928080767	0.0011648182990029	0.0026317650917917	0.0071057928726077	0.0018948238575831	0.001080508925952	0.0012118153972551	0.0031622787937521	0.0005890560569241	0.0013471989659592	0.001834891969338
237	When I finally got home, I was totally exhausted.	XXXXX	105	train	5	2	1	0.2647304236888885	0.6460511684417725	0.0040724040009081	0.0055787153542041	0.0042135273106396	0.0429755859076976	0.0049409898929297	0.0039825364947319	0.0030420401599258	0.0118722487241029	0.0017189927166327	0.00391147704795	0.0029099273961037
238	But I found the elevator was out of service due to a blackout.	XXXXX	105	train	5	3	1	0.0172561611980199	0.964191734790802	0.0009306466672569	0.0010430051479488	0.0031730190385133	0.0030408997554332	0.0013622045516967	0.0018170116236433	0.0018390691839158	0.0020498698577284	0.0007307711639441	0.0007358946604654	0.0018296523485332
239	This is really a sad story.	OOOOO	105	train	6	0	0	0.0306008607149124	0.0037956177257001	0.0052394061349332	0.0051544094458222	0.0053264335729181	0.8593531250953674	0.005070180632174	0.0052404003217816	0.0063012642785906	0.0311069190502166	0.0028571137227118	0.0319973193109035	0.0079570636153221
240	Did they trace back your luggage?	OOOOO	105	train	6	1	1	0.0020405976101756	0.0079848291352391	0.0027613036800175	0.0040121516212821	0.013134442269802	0.0051712640561163	0.002550188684836	0.0562205463647842	0.8731870055198669	0.0066621457226574	0.0101850563660264	0.0042244843207299	0.011865995824337
241	I am still waiting for their call.	XXXXX	105	train	7	0	0	0.050185102969408	0.9032547473907472	0.0026393164880573	0.0062509872950613	0.0074267294257879	0.0033119637519121	0.0028283391147851	0.0061731403693556	0.0037498769816011	0.0064631206914782	0.0013965020189061	0.0011750891571864	0.0051450487226247
242	Take it easy, all sufferings have their reward.	OOOOO	105	train	8	0	0	0.1387059539556503	0.7861948013305664	0.0027853704523295	0.0020429505966603	0.0212957318872213	0.0096681425347924	0.002207864774391	0.0044173593632876	0.0038294354453682	0.0075066317804157	0.0019130867440253	0.0035766058135777	0.0158560369163751
243	So the company decided to cancel your trip to Hong Kong?	OOOOO	106	train	0	0	0	0.0242751035839319	0.7584428191184998	0.0037317532114684	0.0033068566117435	0.0127569064497947	0.0229427572339773	0.0041954005137085	0.0434316433966159	0.0703696310520172	0.0282572638243436	0.0058989864774048	0.008441612124443	0.0139493085443973
244	Yes.	XXXXX	106	train	1	0	0	0.0008280657930299	0.0026529950555413	0.9881375432014464	0.0008840787340886	0.0016918207984417	0.0010384345659986	0.0008374445606023	0.0003686720738187	0.0006393705843947	0.0003784633590839	0.0004052367294207	0.0013030198169872	0.0008348931442014
245	The SARS epidemic is not under effective control yet.	XXXXX	106	train	1	0	1	0.0668589547276496	0.8685919046401978	0.0027839306276291	0.0043260999955236	0.0175005961209535	0.0093840537592768	0.0041145514696836	0.0028096828609704	0.0029372638091444	0.011194541119039	0.0011884726118296	0.0017421400407329	0.0065678334794938
246	So I'd better not risk it.	XXXXX	106	train	1	0	1	0.5992826819419861	0.3480976819992065	0.0044936407357454	0.0043020523153245	0.0158489309251308	0.0053602466359734	0.0025698221288621	0.0046666171401739	0.0025441620964556	0.0037678419612348	0.0026126694865524	0.001835485221818	0.0046180989593267
247	Maybe it's a good things.	OOOOO	106	train	2	0	0	0.939151167869568	0.0043401313014328	0.0070535382255911	0.0018177473684772	0.0030075211543589	0.0271220840513706	0.0025812385138124	0.0022620344534516	0.0023935392964631	0.001870943699032	0.002049101749435	0.0043015535920858	0.0020494183991104
248	If you don't have to go to Hong Kong.	OOOOO	106	train	2	0	1	0.0294161085039377	0.9515740871429444	0.0012916005216538	0.0009951010579243	0.0016147987917065	0.0037180911749601	0.0030812937766313	0.0010832095285877	0.0015146832447499	0.0019059079932048	0.0006955303833819	0.001097101601772	0.0020125380251556
249	you can take a break and take things easy for a while.	OOOOO	106	train	2	0	1	0.1879987269639969	0.7543329000473022	0.004423695616424	0.0022911964915692	0.0162525326013565	0.0091554345563054	0.0018263909732922	0.0038813769351691	0.0038793750572949	0.0039890222251415	0.001974043669179	0.0031551069114357	0.0068401671014726
250	You are right.	XXXXX	106	train	3	0	0	0.2338968813419342	0.0430068857967853	0.026580560952425	0.0050239115953445	0.0084538124501705	0.5733087062835693	0.0046961028128862	0.0069714556448161	0.0106964875012636	0.0244344566017389	0.0044404943473637	0.0483050756156444	0.0101850945502519
251	Maybe we should work out a fitness plan and start to do more exercise.	XXXXX	106	train	3	1	1	0.4276207685470581	0.0254628006368875	0.0182761754840612	0.0049488488584756	0.4293107390403747	0.0089371213689446	0.0029713853728026	0.013006187044084	0.016252489760518	0.0052884686738252	0.0182318240404129	0.0071823955513536	0.0225108377635478
252	Sitting around in the office all day is no way of keeping fit.	XXXXX	106	train	3	2	1	0.8677474856376648	0.0489074364304542	0.0074801542796194	0.0083807474002242	0.0125637874007225	0.0217337775975465	0.0030029972549527	0.0059301075525581	0.0048956456594169	0.0089188562706112	0.0027122758328914	0.0029794531874358	0.0047472878359258
253	That's a good idea.	OOOOO	106	train	4	0	0	0.1072640717029571	0.0146367838606238	0.0290481280535459	0.0042052147909998	0.012708056718111	0.4611659049987793	0.0047836368903517	0.0059213177300989	0.0087903132662177	0.0102927014231681	0.008879848755896	0.3163610398769378	0.0159429777413606
254	Let's see if we can get more people in this plan.	OOOOO	106	train	4	1	1	0.0150122586637735	0.0366913825273513	0.0037977208849042	0.0015359697863459	0.8681960105895996	0.0030558661092072	0.0015161951305344	0.0049809776246547	0.0053720860742032	0.0037415320985019	0.0041902493685483	0.0041346102952957	0.0477752424776554
255	There isn't much business these days anyway, so I think many people will be interested.	OOOOO	106	train	4	2	1	0.9402365684509276	0.0407183840870857	0.0018455976387485	0.0010765906190499	0.0055707590654492	0.0026827740948647	0.0008399774669669	0.0016040848568081	0.0011514680227264	0.0007637404487468	0.0012246299302205	0.0011071626795455	0.001178259961307
256	Which pair of jeans do you like best?	OOOOO	107	train	0	0	0	0.0122867384925484	0.0009413869702257	0.0035174242220818	0.0028736349195241	0.004171019885689	0.0037656789645552	0.0071034040302038	0.0171317495405673	0.0102648185566067	0.0039753927849233	0.918040692806244	0.0099511761218309	0.0059769470244646
257	I really like the straight legs.	XXXXX	107	train	1	0	0	0.9856321811676024	0.0028110034763813	0.0009557270095683	0.0006816977984271	0.0013468087418004	0.0021253775339573	0.0008206228958442	0.0011809100396931	0.0006639101193286	0.0007186498842202	0.0013017125893384	0.0009599082986824	0.0008015172788873
258	But they aren't very fashionable.	OOOOO	107	train	2	0	0	0.7877848744392395	0.1537331789731979	0.0053022848442196	0.0031691414769738	0.0041610710322856	0.0253642834722995	0.0028819402214139	0.0038845655508339	0.0025090470444411	0.0039105280302464	0.0018035444663837	0.0035747340880334	0.0019208841258659
259	What about these?	OOOOO	107	train	2	1	1	0.0058570583350956	0.0024539022706449	0.0035135629586875	0.0025794391985982	0.0909614711999893	0.0048855761997401	0.0052505456842482	0.0431445725262165	0.0253559369593858	0.0064405715093016	0.7784056067466736	0.0168451759964227	0.0143065601587295
260	I don't like the way they sag down.	XXXXX	107	train	3	0	0	0.9588983654975892	0.0071980571374297	0.0033780524972826	0.0039226594381034	0.0030247706454247	0.0072817103937268	0.0034052191767841	0.0027894328813999	0.0015137301525101	0.0032683575991541	0.0016513104783371	0.0016896643210202	0.0019785815384238
261	I feel like I have plumber butt in them.	XXXXX	107	train	3	1	1	0.912253737449646	0.0613598190248012	0.0023536114022135	0.002156724454835	0.0061717042699456	0.0032141644041985	0.0011547807371243	0.0030705460812896	0.0016444431385025	0.0017806532559916	0.0016898151952773	0.0012674630852416	0.0018825803417712
262	That's the style!	OOOOO	107	train	4	0	0	0.0793698728084564	0.8875370621681213	0.0045691174454987	0.0010974188335239	0.0076519851572811	0.0041077332571148	0.0017279785824939	0.002351401373744	0.003040108596906	0.0018701961962506	0.0013831120450049	0.0017486526630818	0.0035453434102237
